ORGANIZATION_CODE,template_name,item_SEGMENT1,DESCRIPTION,PRIMARY_UOM_CODE,PURCHASING_ITEM_FLAG,PURCHASING_ENABLED_FLAG,PROCESS_FLAG
SIO,@Product Family,171984,Oateo Oats 40g - Devilled Tomato Salsa,ECH,Y,Y,N
SIO,@Product Family,172308,Prawns - 100g,ECH,Y,Y,N
SIO,@Product Family,170728,Prima Kottumee (Hot & Spicy) 80gx5,ECH,Y,Y,N
SIO,@Product Family,124444,Prima Stella Chicken 74gx2 (Buy 2 Save Rs.10.00),ECH,Y,Y,N
SIO,@Product Family,104571,Raigam Amba Curry -90g,ECH,Y,Y,N
SIO,@Product Family,104427,Raigam Atrificial Vinegar -350ml,ECH,Y,Y,N
SIO,@Product Family,104428,Raigam Natural Vinegar -350ml,ECH,Y,Y,N
SIO,@Product Family,116932,Raigam Natural Vinegar 350ml (10% Off) -350ml,ECH,Y,Y,N
SIO,@Product Family,107084,Remia BBQ Sauce -250ml,ECH,Y,Y,N
SIO,@Product Family,123100,Roza Fussilli - 400g,ECH,Y,Y,N
SIO,@Product Family,104927,Ruhunu Cloves -20g,ECH,Y,Y,N
SIO,@Product Family,104928,Ruhunu Nutmeg(Sadikka) -20g,ECH,Y,Y,N
SIO,@Product Family,170641,Ruhunu Sogo 200g,ECH,Y,Y,N
SIO,@Product Family,104908,Ruhunu Vinegar -350ml,ECH,Y,Y,N
SIO,@Product Family,104907,Ruhunu Vinegar -750ml,ECH,Y,Y,N
SIO,@Product Family,171796,Ruhunurata Brown Eggs,ECH,Y,Y,N
SIO,@Product Family,171798,Ruhunurata Packeted Eggs (10s),ECH,Y,Y,N
SIO,@Product Family,171600,Seeguds Headless Sprats 150g,ECH,Y,Y,N
SIO,@Product Family,171599,Seeguds Katta 200g,ECH,Y,Y,N
SIO,@Product Family,171602,Seeguds Kooney 100g,ECH,Y,Y,N
SIO,@Product Family,171601,Seeguds Salaya 200g,ECH,Y,Y,N
SIO,@Product Family,172384,Sprats - Pkt - (Headless) - 100g,ECH,Y,Y,N
SIO,@Product Family,172385,Sprats - Pkt - (Headless) - 200g,ECH,Y,Y,N
SIO,@Product Family,172309,Sprats (Head Less) - 100g,ECH,Y,Y,N
SIO,@Product Family,172305,Thalapath - 100g,ECH,Y,Y,N
SIO,@Product Family,125460,Tiny Tasty Onion Flavour -14gx2 (Get 1 Free),ECH,Y,Y,N
SIO,@Product Family,104572,Turkey Oyster Sauce -350ml,ECH,Y,Y,N
SIO,@Product Family,104504,Turkey Soya Sauce -325ml,ECH,Y,Y,N
SIO,@Product Family,104505,Turkey Soya Sauce -650ml,ECH,Y,Y,N
SIO,@Product Family,104573,Turkey Tomato Sauce -400g,ECH,Y,Y,N
SIO,@Product Family,170325,Village Chilli Paste - Cup -60g,ECH,Y,Y,N
SIO,@Product Family,170577,Village Musterd cream 150g,ECH,Y,Y,N
SIO,@Product Family,172479,Virgin Coconut Oil - 375ml,ECH,Y,Y,N
SIO,@Product Family,106904,Ajinomoto - Bottle -70g,ECH,Y,Y,N
SIO,@Product Family,106901,Ajinomoto - Packets -350g,ECH,Y,Y,N
SIO,@Product Family,106903,Ajinomoto - Packets -35g,ECH,Y,Y,N
SIO,@Product Family,104781,Ajinomoto - Packets -500g,ECH,Y,Y,N
SIO,@Product Family,106900,Ajinomoto - Packets -72g,ECH,Y,Y,N
SIO,@Product Family,172785,Cardamom - 10g,ECH,Y,Y,N
SIO,@Product Family,172772,Chamro Goraka - 100g,ECH,Y,Y,N
SIO,@Product Family,172773,Chamro Goraka 200g,ECH,Y,Y,N
SIO,@Product Family,172836,Cinnamom - 20g,ECH,Y,Y,N
SIO,@Product Family,172835,Cinnamom - 25g,ECH,Y,Y,N
SIO,@Product Family,172783,Cinnamon - 25g,ECH,Y,Y,N
SIO,@Product Family,170705,Delici Cloves-500g,ECH,Y,Y,N
SIO,@Product Family,170271,Delici Goraka Cream - 100g,ECH,Y,Y,N
SIO,@Product Family,170712,Delici Goraka-1kg,ECH,Y,Y,N
SIO,@Product Family,103231,Dil Cinnamon Bulk -1kg,ECH,Y,Y,N
SIO,@Product Family,103229,Dil Goraka Bulk -1kg,ECH,Y,Y,N
SIO,@Product Family,107057,Fortune Chillie Paste -350g,ECH,Y,Y,N
SIO,@Product Family,170661,Freelan Goraka Cream-1KG,ECH,Y,Y,N
SIO,@Product Family,170064,Kist Mustard Cream -150g,ECH,Y,Y,N
SIO,@Product Family,104991,Kotmale Cinnamon -25g,ECH,Y,Y,N
SIO,@Product Family,170130,KVC Garlic Paste -250g,ECH,Y,Y,N
SIO,@Product Family,170095,KVC Mustard Cream -150g,ECH,Y,Y,N
SIO,@Product Family,104043,Lalitha Goraka Paste -100g,ECH,Y,Y,N
SIO,@Product Family,103233,LSL Cardamom - Packed by Madushi Product -20g,ECH,Y,Y,N
SIO,@Product Family,101743,LSL Cardamon  Pkts Pack by Delici  20g,ECH,Y,Y,N
SIO,@Product Family,103357,LSL Cardamon Pkt. Pack by Delici -10g,ECH,Y,Y,N
SIO,@Product Family,103234,LSL Cinnamon  - Packed by Madushi Produc -20g,ECH,Y,Y,N
SIO,@Product Family,103239,LSL Cinnamon  - Packed by Madushi Produc -50g,ECH,Y,Y,N
SIO,@Product Family,101742,LSL Cinnamon - Pkts. Pack by Delici -20g,ECH,Y,Y,N
SIO,@Product Family,103072,Madushi Rice Flakes Bulk -1kg,ECH,Y,Y,N
SIO,@Product Family,104037,Mc Currie Buriyani Paste -250g,ECH,Y,Y,N
SIO,@Product Family,105549,Mc Currie Cardamon Whole -25g,ECH,Y,Y,N
SIO,@Product Family,105547,Mc Currie Cinnamon Quills -25g,ECH,Y,Y,N
SIO,@Product Family,105548,Mc Currie Cinnamon Quills -50g,ECH,Y,Y,N
SIO,@Product Family,170115,Mc Currie Mustard Cream -160g,ECH,Y,Y,N
SIO,@Product Family,104355,Mc Currie Mustard Cream -325g,ECH,Y,Y,N
SIO,@Product Family,104061,MD Mustard Paste -170g,ECH,Y,Y,N
SIO,@Product Family,104098,MD Mustard Paste -360g,ECH,Y,Y,N
SIO,@Product Family,105508,Pathmi Goraka Paste -250g,ECH,Y,Y,N
SIO,@Product Family,105503,Pathmii Goraka Paste -100g,ECH,Y,Y,N
SIO,@Product Family,171770,Rich Cardamom 25g,ECH,Y,Y,N
SIO,@Product Family,171772,Rich Cinnamon Sticks 25g,ECH,Y,Y,N
SIO,@Product Family,170642,Ruhunu Cardamon 20g,ECH,Y,Y,N
SIO,@Product Family,170645,Ruhunu Goraka Cream 100g,ECH,Y,Y,N
SIO,@Product Family,170644,Ruhunu Rasam Cream 100g,ECH,Y,Y,N
SIO,@Product Family,104389,Senani Goraka Paste -100g,ECH,Y,Y,N
SIO,@Product Family,104390,Senani Goraka Paste -250g,ECH,Y,Y,N
SIO,@Product Family,170094,Spicy Range - Mustard Cream 280g,ECH,Y,Y,N
SIO,@Product Family,105667,Sulalitha Cardamom -10g,ECH,Y,Y,N
SIO,@Product Family,105668,Sulalitha Cardamom -25g,ECH,Y,Y,N
SIO,@Product Family,105669,Sulalitha Cinnamon -25g,ECH,Y,Y,N
SIO,@Product Family,105670,Sulalitha Cinnamon -50g,ECH,Y,Y,N
SIO,@Product Family,105671,Sulalitha Goraka Cream -100g,ECH,Y,Y,N
SIO,@Product Family,105672,Sulalitha Goraka Cream -250g,ECH,Y,Y,N
SIO,@Product Family,104346,Turkey Mustard Cream -150g,ECH,Y,Y,N
SIO,@Product Family,104345,Turkey Mustard Cream -350g,ECH,Y,Y,N
SIO,@Product Family,170173,Village Chilli Paste   Jar -310g,ECH,Y,Y,N
SIO,@Product Family,170172,Village Chilli Paste (Jar) -200g,ECH,Y,Y,N
SIO,@Product Family,124738,Village Curry Powder - 100g (10%Off),ECH,Y,Y,N
SIO,@Product Family,170318,Village Garlic Paste -250g,ECH,Y,Y,N
SIO,@Product Family,170319,Village Ginger Paste -225g,ECH,Y,Y,N
SIO,@Product Family,170323,Village Goraka Cream - Cup -100g,ECH,Y,Y,N
SIO,@Product Family,170324,Village Goraka Cream - Cup -250g,ECH,Y,Y,N
SIO,@Product Family,124735,Village Goraka Cream - Cup -250g (10% Off),ECH,Y,Y,N
SIO,@Product Family,170168,Village Goraka Cream (Jar) -250g,ECH,Y,Y,N
SIO,@Product Family,124763,Village Goraka Cream 100g (10% Off),ECH,Y,Y,N
SIO,@Product Family,170321,Village Tamarind Cream - Cup -100g,ECH,Y,Y,N
SIO,@Product Family,124335,Village Tamarind Cream - Cup -100g (Rs.8/- off),ECH,Y,Y,N
SIO,@Product Family,170322,Village Tamarind Cream - Cup -250g,ECH,Y,Y,N
SIO,@Product Family,170169,Village Tamarind Cream (Jar) -250g,ECH,Y,Y,N
SIO,@Product Family,103227,Alli Orid Seeds Pkts. -400g,ECH,Y,Y,N
SIO,@Product Family,172771,Chamro Chilli Powder 500g,ECH,Y,Y,N
SIO,@Product Family,103325,Chamro Chillie Pieces -100g,ECH,Y,Y,N
SIO,@Product Family,103326,Chamro Chillie Pieces 250g,ECH,Y,Y,N
SIO,@Product Family,103324,Chamro Chillie Pieces -50g,ECH,Y,Y,N
SIO,@Product Family,103322,Chamro Chillie Powder 100g,ECH,Y,Y,N
SIO,@Product Family,103323,Chamro Chillie Powder -250g,ECH,Y,Y,N
SIO,@Product Family,103321,Chamro Chillie Powder -50g,ECH,Y,Y,N
SIO,@Product Family,172777,Chamro Cummin Seed - 100g,ECH,Y,Y,N
SIO,@Product Family,172776,Chamro Cummin Seed - 50g,ECH,Y,Y,N
SIO,@Product Family,172779,Chamro Fannel Seeds - 50g,ECH,Y,Y,N
SIO,@Product Family,172780,Chamro Fenugreek Seeds - 100g,ECH,Y,Y,N
SIO,@Product Family,172778,Chamro Mustard Seeds  - 100g,ECH,Y,Y,N
SIO,@Product Family,171268,Chamro Pepper Powder 01kg,ECH,Y,Y,N
SIO,@Product Family,103332,Chamro Pepper Powder -100g,ECH,Y,Y,N
SIO,@Product Family,103328,Chamro Pepper Powder -50g,ECH,Y,Y,N
SIO,@Product Family,103330,Chamro Raw Curry Powder -100g,ECH,Y,Y,N
SIO,@Product Family,103339,Chamro Raw Curry Powder -250g,ECH,Y,Y,N
SIO,@Product Family,103329,Chamro Raw Curry Powder -50g,ECH,Y,Y,N
SIO,@Product Family,172774,Chamro Sogo Seeds - 100g,ECH,Y,Y,N
SIO,@Product Family,172775,Chamro Sogo Seeds - 200g,ECH,Y,Y,N
SIO,@Product Family,103331,Chamro Tumeric Powder -100g,ECH,Y,Y,N
SIO,@Product Family,103327,Chamro Tumeric Powder -50g,ECH,Y,Y,N
SIO,@Product Family,172781,Coriander Seeds - 100g,ECH,Y,Y,N
SIO,@Product Family,172782,Coriander Seeds - 200g,ECH,Y,Y,N
SIO,@Product Family,112971,Delci Chillie with Raw Curry Free -200g,ECH,Y,Y,N
SIO,@Product Family,170701,Delici Cardamom-1kg,ECH,Y,Y,N
SIO,@Product Family,103358,Delici Cardamon -10g,ECH,Y,Y,N
SIO,@Product Family,103359,Delici Cardamon -20g,ECH,Y,Y,N
SIO,@Product Family,170710,Delici Chilli Pieces-1kg,ECH,Y,Y,N
SIO,@Product Family,170709,Delici Chilli Powder-1kg,ECH,Y,Y,N
SIO,@Product Family,104065,Delici Chillie Pieces -100g,ECH,Y,Y,N
SIO,@Product Family,104066,Delici Chillie Pieces -200g,ECH,Y,Y,N
SIO,@Product Family,104067,Delici Chillie Pieces -500g,ECH,Y,Y,N
SIO,@Product Family,103221,Delici Chillie Pieces -50g,ECH,Y,Y,N
SIO,@Product Family,104062,Delici Chillie Powder -100g,ECH,Y,Y,N
SIO,@Product Family,104063,Delici Chillie Powder -200g,ECH,Y,Y,N
SIO,@Product Family,104064,Delici Chillie Powder -500g,ECH,Y,Y,N
SIO,@Product Family,103220,Delici Chillie Powder -50g,ECH,Y,Y,N
SIO,@Product Family,170702,Delici Cinnamon-1kg,ECH,Y,Y,N
SIO,@Product Family,103047,Delici Cloves -25g,ECH,Y,Y,N
SIO,@Product Family,170707,Delici Cummin Seed Powder-1kg,ECH,Y,Y,N
SIO,@Product Family,170708,Delici Fennel Seed Powder-1kg,ECH,Y,Y,N
SIO,@Product Family,171267,Delici Goraka 100g,ECH,Y,Y,N
SIO,@Product Family,171266,Delici Goraka 50g,ECH,Y,Y,N
SIO,@Product Family,170703,Delici Mathe Seed-1kg,ECH,Y,Y,N
SIO,@Product Family,170704,Delici Mustard Powder-1kg,ECH,Y,Y,N
SIO,@Product Family,103034,Delici Pepper Powder -100g,ECH,Y,Y,N
SIO,@Product Family,103035,Delici Pepper Powder -200g,ECH,Y,Y,N
SIO,@Product Family,103036,Delici Pepper Powder -500g,ECH,Y,Y,N
SIO,@Product Family,103225,Delici Pepper Powder -50g,ECH,Y,Y,N
SIO,@Product Family,170706,Delici Pepper Powder-1kg,ECH,Y,Y,N
SIO,@Product Family,103037,Delici Pepper Seeds -100g,ECH,Y,Y,N
SIO,@Product Family,104068,Delici Raw Curry Powder -100g,ECH,Y,Y,N
SIO,@Product Family,104069,Delici Raw Curry Powder -200g,ECH,Y,Y,N
SIO,@Product Family,104070,Delici Raw Curry Powder -500g,ECH,Y,Y,N
SIO,@Product Family,103222,Delici Raw Curry Powder -50g,ECH,Y,Y,N
SIO,@Product Family,104071,Delici Roasted Curry Powder -100g,ECH,Y,Y,N
SIO,@Product Family,104072,Delici Roasted Curry Powder -200g,ECH,Y,Y,N
SIO,@Product Family,104073,Delici Roasted Curry Powder -500g,ECH,Y,Y,N
SIO,@Product Family,103223,Delici Roasted Curry Powder -50g,ECH,Y,Y,N
SIO,@Product Family,103038,Delici Tamarind -100g,ECH,Y,Y,N
SIO,@Product Family,170711,Delici Tamarind-1kg,ECH,Y,Y,N
SIO,@Product Family,103031,Delici Turmeric Powder -100g,ECH,Y,Y,N
SIO,@Product Family,103032,Delici Turmeric Powder -200g,ECH,Y,Y,N
SIO,@Product Family,103033,Delici Turmeric Powder -500g,ECH,Y,Y,N
SIO,@Product Family,103224,Delici Turmeric Powder -50g,ECH,Y,Y,N
SIO,@Product Family,170700,Delici Turmeric Powder-1kg,ECH,Y,Y,N
SIO,@Product Family,103292,Dil Cardamom -1kg,ECH,Y,Y,N
SIO,@Product Family,101759,Dil Cardamon -10g,ECH,Y,Y,N
SIO,@Product Family,103311,Dil Chicken Curry Mix -100g,ECH,Y,Y,N
SIO,@Product Family,104011,Dil Chicken Curry Mix -50g,ECH,Y,Y,N
SIO,@Product Family,104006,Dil Chilli Pieces -100g,ECH,Y,Y,N
SIO,@Product Family,104005,Dil Chilli Pieces -250g,ECH,Y,Y,N
SIO,@Product Family,104004,Dil Chilli Pieces -500g,ECH,Y,Y,N
SIO,@Product Family,104003,Dil Chilli Powder -100g,ECH,Y,Y,N
SIO,@Product Family,104002,Dil Chilli Powder -250g,ECH,Y,Y,N
SIO,@Product Family,104001,Dil Chilli Powder -500g,ECH,Y,Y,N
SIO,@Product Family,103240,Dil Chillie Pieces - Bulk -1kg,ECH,Y,Y,N
SIO,@Product Family,104942,Dil Chillie Pieces -50g,ECH,Y,Y,N
SIO,@Product Family,104941,Dil Chillie Powder -50g,ECH,Y,Y,N
SIO,@Product Family,104970,Dil Chillie Powder Bulk -1kg,ECH,Y,Y,N
SIO,@Product Family,101758,Dil Cinnamon -25g,ECH,Y,Y,N
SIO,@Product Family,103316,Dil Cinnamon Powder -25g,ECH,Y,Y,N
SIO,@Product Family,101760,Dil Clove -20g,ECH,Y,Y,N
SIO,@Product Family,103291,Dil Cloves -1kg,ECH,Y,Y,N
SIO,@Product Family,101761,Dil Corriander -100g,ECH,Y,Y,N
SIO,@Product Family,101762,Dil Corriander -50g,ECH,Y,Y,N
SIO,@Product Family,103247,Dil Corriander Seeds -1kg,ECH,Y,Y,N
SIO,@Product Family,103314,Dil Corrinder Powder -50g,ECH,Y,Y,N
SIO,@Product Family,103315,Dil Cummin Seed Powder -50g,ECH,Y,Y,N
SIO,@Product Family,103248,Dil Cummin Seeds -1kg,ECH,Y,Y,N
SIO,@Product Family,103313,Dil Curry mix -15g,ECH,Y,Y,N
SIO,@Product Family,104008,Dil Curry Powder -100g,ECH,Y,Y,N
SIO,@Product Family,104007,Dil Curry Powder -250g,ECH,Y,Y,N
SIO,@Product Family,104097,Dil Curry Powder -500g,ECH,Y,Y,N
SIO,@Product Family,104943,Dil Curry Powder -50g,ECH,Y,Y,N
SIO,@Product Family,104945,Dil Curry with Chillie Powder -100g,ECH,Y,Y,N
SIO,@Product Family,103249,Dil Fennel Seeds -KG,ECH,Y,Y,N
SIO,@Product Family,103312,Dil Fish Curry Mix -100g,ECH,Y,Y,N
SIO,@Product Family,103320,Dil Ginger Powder -50g,ECH,Y,Y,N
SIO,@Product Family,101763,Dil Goraka -100g,ECH,Y,Y,N
SIO,@Product Family,101764,Dil Goraka -50g,ECH,Y,Y,N
SIO,@Product Family,103232,Dil Mathe Seeds -1kg,ECH,Y,Y,N
SIO,@Product Family,103007,Dil Mustard Powder -100g,ECH,Y,Y,N
SIO,@Product Family,103008,Dil Mustard Powder -50g,ECH,Y,Y,N
SIO,@Product Family,103230,Dil Mustard Seeds -1kg,ECH,Y,Y,N
SIO,@Product Family,104971,Dil Pepper Powder - Bulk -1kg,ECH,Y,Y,N
SIO,@Product Family,103005,Dil Pepper Powder -100g,ECH,Y,Y,N
SIO,@Product Family,103006,Dil Pepper Powder -50g,ECH,Y,Y,N
SIO,@Product Family,103290,Dil Pepper Seeds -1kg,ECH,Y,Y,N
SIO,@Product Family,104972,Dil Raw Curry Powder - Bulk -1kg,ECH,Y,Y,N
SIO,@Product Family,104010,Dil Roasted Curry Powder -100g,ECH,Y,Y,N
SIO,@Product Family,104009,Dil Roasted Curry Powder -250g,ECH,Y,Y,N
SIO,@Product Family,104944,Dil Roasted Curry Powder -50g,ECH,Y,Y,N
SIO,@Product Family,103029,Dil Saffron (Turmeric) 100g,ECH,Y,Y,N
SIO,@Product Family,103030,Dil Saffron (Turmeric) 50g,ECH,Y,Y,N
SIO,@Product Family,103003,Dil Tamarind -100g,ECH,Y,Y,N
SIO,@Product Family,103228,Dil Tamarind Bulk -1kg,ECH,Y,Y,N
SIO,@Product Family,104973,Dil Turmeric Powder Bulk -1kg,ECH,Y,Y,N
SIO,@Product Family,170507,Dill Jaffna Curry Powder 100g,ECH,Y,Y,N
SIO,@Product Family,170508,Dill Jaffna Curry Power-50g,ECH,Y,Y,N
SIO,@Product Family,103010,DJ Black Pepper Pieces -100g,ECH,Y,Y,N
SIO,@Product Family,103009,DJ Black Pepper Powder -100g,ECH,Y,Y,N
SIO,@Product Family,104012,DJ Chilli  Powder -100g,ECH,Y,Y,N
SIO,@Product Family,104013,DJ Chilli  Powder -200g,ECH,Y,Y,N
SIO,@Product Family,104014,DJ Chilli  Powder -500g,ECH,Y,Y,N
SIO,@Product Family,104015,DJ Chilli Pieces -100g,ECH,Y,Y,N
SIO,@Product Family,104016,DJ Chilli Pieces -200g,ECH,Y,Y,N
SIO,@Product Family,104017,DJ Chilli Pieces -500g,ECH,Y,Y,N
SIO,@Product Family,104018,DJ Raw Curry Powder -100g,ECH,Y,Y,N
SIO,@Product Family,104074,DJ Raw Curry Powder -200g,ECH,Y,Y,N
SIO,@Product Family,104019,DJ Roasted Curry Powder -100g,ECH,Y,Y,N
SIO,@Product Family,170463,DJ Salted Mora Chilli 50g,ECH,Y,Y,N
SIO,@Product Family,170460,Dj Tamarind 100g,ECH,Y,Y,N
SIO,@Product Family,103021,DJ Tamarind -200g,ECH,Y,Y,N
SIO,@Product Family,103004,DJ Turmeric Powder -100g,ECH,Y,Y,N
SIO,@Product Family,170658,Freelan Cardamom Powder-1KG,ECH,Y,Y,N
SIO,@Product Family,105684,Freelan Chilli Pieces 100g,ECH,Y,Y,N
SIO,@Product Family,105685,Freelan Chilli Pieces 250g,ECH,Y,Y,N
SIO,@Product Family,105686,Freelan Chilli Pieces 500g,ECH,Y,Y,N
SIO,@Product Family,105683,Freelan Chilli Pieces 50g,ECH,Y,Y,N
SIO,@Product Family,170652,Freelan Chilli Pieces-1KG,ECH,Y,Y,N
SIO,@Product Family,105680,Freelan Chilli Powder 100g,ECH,Y,Y,N
SIO,@Product Family,105681,Freelan Chilli Powder 250g,ECH,Y,Y,N
SIO,@Product Family,105682,Freelan Chilli Powder 500g,ECH,Y,Y,N
SIO,@Product Family,105679,Freelan Chilli Powder 50g,ECH,Y,Y,N
SIO,@Product Family,170651,Freelan Chilli Powder-1KG,ECH,Y,Y,N
SIO,@Product Family,170659,Freelan Cinamon Powder-1KG,ECH,Y,Y,N
SIO,@Product Family,105625,Freelan Curry Powder -100g,ECH,Y,Y,N
SIO,@Product Family,105627,Freelan Curry Powder -1kg,ECH,Y,Y,N
SIO,@Product Family,105626,Freelan Curry Powder -250g,ECH,Y,Y,N
SIO,@Product Family,170662,Freelan Dill Seed Powder-1KG,ECH,Y,Y,N
SIO,@Product Family,105629,Freelan Meat Curry Powder -100g,ECH,Y,Y,N
SIO,@Product Family,105628,Freelan Meat Curry Powder -50g,ECH,Y,Y,N
SIO,@Product Family,170657,Freelan Mustard Powder-1KG,ECH,Y,Y,N
SIO,@Product Family,170655,Freelan Pepper powder-1KG,ECH,Y,Y,N
SIO,@Product Family,170656,Freelan Roasted Curry Powder-1KG,ECH,Y,Y,N
SIO,@Product Family,170654,Freelan Turmeric Powder-1KG,ECH,Y,Y,N
SIO,@Product Family,171712,Hiru Black Pepper 50g,ECH,Y,Y,N
SIO,@Product Family,171713,Hiru Black Pepper Pieces 50g,ECH,Y,Y,N
SIO,@Product Family,171706,Hiru Chicken Curry Powder 50g,ECH,Y,Y,N
SIO,@Product Family,171700,Hiru Chilli Pieces 100g,ECH,Y,Y,N
SIO,@Product Family,171701,Hiru Chilli Pieces 250g,ECH,Y,Y,N
SIO,@Product Family,171698,Hiru Chilli Powder 100g,ECH,Y,Y,N
SIO,@Product Family,171699,Hiru Chilli Powder 250g,ECH,Y,Y,N
SIO,@Product Family,171716,Hiru Goraka 100g,ECH,Y,Y,N
SIO,@Product Family,171709,Hiru Jaffna Curry Powder 100g,ECH,Y,Y,N
SIO,@Product Family,171708,Hiru Jaffna Curry Powder 50g,ECH,Y,Y,N
SIO,@Product Family,171715,Hiru Mustard Powder 50g,ECH,Y,Y,N
SIO,@Product Family,171703,Hiru Raw Curry Powder 100g,ECH,Y,Y,N
SIO,@Product Family,171704,Hiru Raw Curry Powder 250g,ECH,Y,Y,N
SIO,@Product Family,171702,Hiru Roasted Chilli Powder 100g,ECH,Y,Y,N
SIO,@Product Family,171705,Hiru Roasted Curry Powder 100g,ECH,Y,Y,N
SIO,@Product Family,171707,Hiru Sea Food Curry Powder 50g,ECH,Y,Y,N
SIO,@Product Family,171717,Hiru Tamarind Tamarin 100g,ECH,Y,Y,N
SIO,@Product Family,171711,Hiru Tumeric Powder 100g,ECH,Y,Y,N
SIO,@Product Family,171710,Hiru Tumeric Powder 50g,ECH,Y,Y,N
SIO,@Product Family,103345,Iresha Chillie Pieces - 500g,ECH,Y,Y,N
SIO,@Product Family,103209,Iresha Chillie Pieces -100g,ECH,Y,Y,N
SIO,@Product Family,103346,Iresha Chillie Pieces 1kg -1kg,ECH,Y,Y,N
SIO,@Product Family,103210,Iresha Chillie Pieces -250g,ECH,Y,Y,N
SIO,@Product Family,124541,Iresha Chillie Pieces -250g (10% Off),ECH,Y,Y,N
SIO,@Product Family,103208,Iresha Chillie Pieces -50g,ECH,Y,Y,N
SIO,@Product Family,125294,Iresha Chillie Powder - 250g (Rs.15/- off),ECH,Y,Y,N
SIO,@Product Family,103206,Iresha Chillie Powder -100g,ECH,Y,Y,N
SIO,@Product Family,103344,Iresha Chillie Powder -1kg,ECH,Y,Y,N
SIO,@Product Family,103207,Iresha Chillie Powder -250g,ECH,Y,Y,N
SIO,@Product Family,103343,Iresha Chillie Powder -500g,ECH,Y,Y,N
SIO,@Product Family,103205,Iresha Chillie Powder -50g,ECH,Y,Y,N
SIO,@Product Family,101770,Iresha Cummin Seed -50g,ECH,Y,Y,N
SIO,@Product Family,103213,Iresha Curry Powder - 250g,ECH,Y,Y,N
SIO,@Product Family,125296,Iresha Curry Powder - 250g (Rs.15/- off),ECH,Y,Y,N
SIO,@Product Family,103349,Iresha Curry Powder - 500g,ECH,Y,Y,N
SIO,@Product Family,103212,Iresha Curry Powder -100g,ECH,Y,Y,N
SIO,@Product Family,103350,Iresha Curry powder 1kg -1kg,ECH,Y,Y,N
SIO,@Product Family,124542,Iresha Curry Powder 250g  (10% off),ECH,Y,Y,N
SIO,@Product Family,103211,Iresha Curry Powder -50g,ECH,Y,Y,N
SIO,@Product Family,103218,Iresha Pepper Powder -100g,ECH,Y,Y,N
SIO,@Product Family,103354,Iresha Pepper Powder 1kg,ECH,Y,Y,N
SIO,@Product Family,103219,Iresha Pepper Powder -250g,ECH,Y,Y,N
SIO,@Product Family,103353,Iresha Pepper Powder 500g -500g,ECH,Y,Y,N
SIO,@Product Family,103217,Iresha Pepper Powder -50g,ECH,Y,Y,N
SIO,@Product Family,103215,Iresha Roasted Curry Powder -100g,ECH,Y,Y,N
SIO,@Product Family,103352,Iresha Roasted Curry Powder 1kg -1kg,ECH,Y,Y,N
SIO,@Product Family,103216,Iresha Roasted Curry Powder -250g,ECH,Y,Y,N
SIO,@Product Family,103351,Iresha Roasted Curry Powder 500g -500g,ECH,Y,Y,N
SIO,@Product Family,103214,Iresha Roasted Curry Powder -50g,ECH,Y,Y,N
SIO,@Product Family,103204,Iresha Turmeric Powder -100g,ECH,Y,Y,N
SIO,@Product Family,103348,Iresha Turmeric Powder -1kg,ECH,Y,Y,N
SIO,@Product Family,103347,Iresha Turmeric Powder 500g -500g,ECH,Y,Y,N
SIO,@Product Family,103203,Iresha Turmeric Powder -50g,ECH,Y,Y,N
SIO,@Product Family,107049,Kist Chilli  Sauce -865g,ECH,Y,Y,N
SIO,@Product Family,107021,Kist Chillie & Garlic Sauce -375g,ECH,Y,Y,N
SIO,@Product Family,170018,Kist Chillie Paste -200g,ECH,Y,Y,N
SIO,@Product Family,170017,Kist Chillie Paste -325g,ECH,Y,Y,N
SIO,@Product Family,172216,Knorr Biriyani Mix 20g,ECH,Y,Y,N
SIO,@Product Family,172217,Knorr Chicken Curry Mix 15g,ECH,Y,Y,N
SIO,@Product Family,170480,Knorr Chicken Seasoning Powder 8g,ECH,Y,Y,N
SIO,@Product Family,170019,Knorr Chinese Chillie Receipe Mix -40g,ECH,Y,Y,N
SIO,@Product Family,170020,Knorr Chinese Sweet n Sour Receipe Mix -50g,ECH,Y,Y,N
SIO,@Product Family,172220,Knorr Devilled Mix 20g,ECH,Y,Y,N
SIO,@Product Family,170021,Knorr Hot Garlic Receipe Mix -43g,ECH,Y,Y,N
SIO,@Product Family,172218,Knorr Nasi Goreng Mix 20g,ECH,Y,Y,N
SIO,@Product Family,172219,Knorr Polos Curry Mix 20g,ECH,Y,Y,N
SIO,@Product Family,104995,Kotmale Cardamon -25g,ECH,Y,Y,N
SIO,@Product Family,104994,Kotmale Cardamon -50g,ECH,Y,Y,N
SIO,@Product Family,104982,Kotmale Chilli Pieces -100g,ECH,Y,Y,N
SIO,@Product Family,104981,Kotmale Chilli Pieces -250g,ECH,Y,Y,N
SIO,@Product Family,170766,Kotmale Chilli Pieces 500g,ECH,Y,Y,N
SIO,@Product Family,170767,Kotmale Chilli Pieces 50g,ECH,Y,Y,N
SIO,@Product Family,104980,Kotmale Chilli Powder -100g,ECH,Y,Y,N
SIO,@Product Family,104979,Kotmale Chilli Powder -250g,ECH,Y,Y,N
