ORGANIZATION_CODE,template_name,item_SEGMENT1,DESCRIPTION,PRIMARY_UOM_CODE,PURCHASING_ITEM_FLAG,PURCHASING_ENABLED_FLAG,PROCESS_FLAG
SIO,@Product Family,121059,Atlas Square Rule CR Book - 120 Pgs -0060 -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,121057,Atlas Square Rule CR Book - 80 Pgs -0080 -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121051,Atlas Square Rule Exercise Book 200 Pgs - 0080 -200 PAGES,ECH,Y,Y,N
SIO,@Product Family,120796,Atlas Square Rule Exercise Book-120 pgs-0120 -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,120798,Atlas Square Rule Exercise Book-160 pgs-0096 -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,120792,Atlas Square Rule Exercise Book-40 pgs-0300 -40 PAGES,ECH,Y,Y,N
SIO,@Product Family,120794,Atlas Square Rule Exercise Book-80 pgs-0180 -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121113,Atlas Stepler Large 369 - 120 -EA,ECH,Y,Y,N
SIO,@Product Family,121114,Atlas Stepler Mini AT 9923 - 300 -EA,ECH,Y,Y,N
SIO,@Product Family,121116,Atlas Stepler Pin 10 - 500 -EA,ECH,Y,Y,N
SIO,@Product Family,121117,Atlas Stepler Pin 369 - 250 -EA,ECH,Y,Y,N
SIO,@Product Family,121112,Atlas Stepler Small 10AT 9902-300 -EA,ECH,Y,Y,N
SIO,@Product Family,121115,Atlas Stepler Small 9952 - 120 -EA,ECH,Y,Y,N
SIO,@Product Family,172190,Atlas Water Bottle TC 550ml,ECH,Y,Y,N
SIO,@Product Family,172188,Atlas Water Bottle TC 750ml,ECH,Y,Y,N
SIO,@Product Family,172191,Atlas Water Bottle WB 550ml,ECH,Y,Y,N
SIO,@Product Family,172189,Atlas Water Bottle WB 750ml,ECH,Y,Y,N
SIO,@Product Family,120754,Atlas White Board Marker-Black -EA,ECH,Y,Y,N
SIO,@Product Family,120753,Atlas White Board Marker-Blue -EA,ECH,Y,Y,N
SIO,@Product Family,120755,Atlas White Board Marker-Red -EA,ECH,Y,Y,N
SIO,@Product Family,125016,C. R. Book 111 -EA,ECH,Y,Y,N
SIO,@Product Family,125017,C. R. Book 1V -EA,ECH,Y,Y,N
SIO,@Product Family,125018,C. R. Book V -EA,ECH,Y,Y,N
SIO,@Product Family,125019,C. R. Book V1 -EA,ECH,Y,Y,N
SIO,@Product Family,125020,C. R. Book V111 -EA,ECH,Y,Y,N
SIO,@Product Family,125012,Co - op Exercise Book 400Page,ECH,Y,Y,N
SIO,@Product Family,125014,Co-Op CR Book-1 -CR 1,ECH,Y,Y,N
SIO,@Product Family,125015,Co-Op CR Book-11 -CR 11,ECH,Y,Y,N
SIO,@Product Family,125025,Co-Op Drawing Book -40 PAGES,ECH,Y,Y,N
SIO,@Product Family,125026,Co-Op Drawing Book -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,125028,Co-Op Graft Book -40 PAGES,ECH,Y,Y,N
SIO,@Product Family,125004,Co-Op Single Rule Book -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,125006,Co-Op Single Rule Book -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,125008,Co-Op Single Rule Book -200 PAGES,ECH,Y,Y,N
SIO,@Product Family,125010,Co-Op Single Rule Book -320 PAGES,ECH,Y,Y,N
SIO,@Product Family,125000,Co-Op Single Rule Book -40 PAGES,ECH,Y,Y,N
SIO,@Product Family,125002,Co-Op Single Rule Book -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,125005,Co-Op Square Rule Book -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,125007,Co-Op Square Rule Book -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,125009,Co-Op Square Rule Book -200 PAGES,ECH,Y,Y,N
SIO,@Product Family,125011,Co-Op Square Rule Book -320 PAGES,ECH,Y,Y,N
SIO,@Product Family,125001,Co-Op Square Rule Book -40 PAGES,ECH,Y,Y,N
SIO,@Product Family,125013,Co-Op Square Rule Book -400 PAGES,ECH,Y,Y,N
SIO,@Product Family,125003,Co-Op Square Rule Book -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,172195,Deli Imp Gluestick E20110 15g,ECH,Y,Y,N
SIO,@Product Family,172194,Deli Imp Stapler #10 E0224,ECH,Y,Y,N
SIO,@Product Family,172193,Deli Imp Stapler Mini E0222,ECH,Y,Y,N
SIO,@Product Family,172196,Deli Imp WhteInk Pen E7286 8ml,ECH,Y,Y,N
SIO,@Product Family,125024,Drawing Book - 20 Pages -EA,ECH,Y,Y,N
SIO,@Product Family,117361,Dusters - Coloured (24 x 24) -EA,ECH,Y,Y,N
SIO,@Product Family,119549,Dusters 21inchx21inch - White Strip,ECH,Y,Y,N
SIO,@Product Family,119222,Dusters 24 X 24 (2/30X16),ECH,Y,Y,N
SIO,@Product Family,117353,Dusters 24x24 -EA,ECH,Y,Y,N
SIO,@Product Family,117354,Dusters 24x24 White -EA,ECH,Y,Y,N
SIO,@Product Family,120107,Envilops - 9 4 (White) - 50 Per Pkt -EA,ECH,Y,Y,N
SIO,@Product Family,120136,Envilops 10x5 Malila -EA,ECH,Y,Y,N
SIO,@Product Family,120135,Envilops 15x10 Malila -EA,ECH,Y,Y,N
SIO,@Product Family,121387,Mango 12 inch Ruler- Clear,ECH,Y,Y,N
SIO,@Product Family,121386,Mango 6 inch Ruler- Clear,ECH,Y,Y,N
SIO,@Product Family,121320,Mango Ball Point Pen - Black,ECH,Y,Y,N
SIO,@Product Family,121319,Mango Ball Point Pen - Blue,ECH,Y,Y,N
SIO,@Product Family,121321,Mango Ball Point Pen - Red,ECH,Y,Y,N
SIO,@Product Family,121384,Mango Binder Gum 100g,ECH,Y,Y,N
SIO,@Product Family,121385,Mango Binder Gum 200g,ECH,Y,Y,N
SIO,@Product Family,121383,Mango Binder Gum 40g,ECH,Y,Y,N
SIO,@Product Family,121396,Mango Correction Fluid 15 ml,ECH,Y,Y,N
SIO,@Product Family,121314,Mango Geometry 4Pcs,ECH,Y,Y,N
SIO,@Product Family,121315,Mango Metal Instrument Box,ECH,Y,Y,N
SIO,@Product Family,121393,Mango Natural Clay 250g,ECH,Y,Y,N
SIO,@Product Family,121392,Mango Natural Clay 500g,ECH,Y,Y,N
SIO,@Product Family,121318,Mango Note Pad A6 (160Pages),ECH,Y,Y,N
SIO,@Product Family,121313,Mango Plastic Shapner-Regular,ECH,Y,Y,N
SIO,@Product Family,121395,Mango Puncher M480,ECH,Y,Y,N
SIO,@Product Family,121394,Mango Puncher M600,ECH,Y,Y,N
SIO,@Product Family,121317,Mango Red Cover Note Book A6 (120Pages),ECH,Y,Y,N
SIO,@Product Family,121316,Mango Red Cover Note Book A6 (80Pages),ECH,Y,Y,N
SIO,@Product Family,121389,Mango Stapler Machine HD- 10,ECH,Y,Y,N
SIO,@Product Family,121390,Mango Stapler Machine HD- 45,ECH,Y,Y,N
SIO,@Product Family,121388,Mango Stapler Machine Mini- 10,ECH,Y,Y,N
SIO,@Product Family,121312,Mango Stapler Pins HD No.10 - 1M,ECH,Y,Y,N
SIO,@Product Family,121391,Mango Stapler Pins No24-6-1M,ECH,Y,Y,N
SIO,@Product Family,121381,Mango Tennis Cricket  Ball,ECH,Y,Y,N
SIO,@Product Family,121380,Mango Tennis Power Ball,ECH,Y,Y,N
SIO,@Product Family,121382,Mango Tennis Practice  Ball,ECH,Y,Y,N
SIO,@Product Family,120029,Pencil Vinus -EA,ECH,Y,Y,N
SIO,@Product Family,121170,Promate A4 Spiral Book(Long) -100 PAGES,ECH,Y,Y,N
SIO,@Product Family,121171,Promate A4 Spiral Book(Short) -100 PAGES,ECH,Y,Y,N
SIO,@Product Family,121172,Promate A5 Spiral Book(Long) -100 PAGES,ECH,Y,Y,N
SIO,@Product Family,121173,Promate A5 Spiral Book(Short) -100 PAGES,ECH,Y,Y,N
SIO,@Product Family,121174,Promate A6 Spiral Book (Long) -50 PAGES,ECH,Y,Y,N
SIO,@Product Family,121175,Promate A6 Spiral Book (Short) -50 PAGES,ECH,Y,Y,N
SIO,@Product Family,121176,Promate A7 Spiral Book -50 PAGES,ECH,Y,Y,N
SIO,@Product Family,121162,Promate B5 Single Rule -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,121164,Promate B5 Single Rule -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,121166,Promate B5 Single Rule -200 PAGES,ECH,Y,Y,N
SIO,@Product Family,121168,Promate B5 Single Rule -240 Pgs,ECH,Y,Y,N
SIO,@Product Family,121160,Promate B5 Single Rule -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121177,Promate B5 Spiral Book (Long) -100 PAGES,ECH,Y,Y,N
SIO,@Product Family,121178,Promate B5 Spiral Book (Short) -100 PAGES,ECH,Y,Y,N
SIO,@Product Family,121163,Promate B5 Square Rule -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,121165,Promate B5 Square Rule -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,121167,Promate B5 Square Rule -200 PAGES,ECH,Y,Y,N
SIO,@Product Family,121169,Promate B5 Square Rule -240 Pgs,ECH,Y,Y,N
SIO,@Product Family,121161,Promate B5 Square Rule -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121152,Promate CR Single -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,121154,Promate CR Single -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,121156,Promate CR Single -200 PAGES,ECH,Y,Y,N
SIO,@Product Family,121158,Promate CR Single -240 Pgs,ECH,Y,Y,N
SIO,@Product Family,121150,Promate CR Single -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121153,Promate CR Square -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,121155,Promate CR Square -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,121157,Promate CR Square -200 PAGES,ECH,Y,Y,N
SIO,@Product Family,121159,Promate CR Square -240 Pgs,ECH,Y,Y,N
SIO,@Product Family,121151,Promate CR Square -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121184,Promate Double Rule 1/2 inch -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121183,Promate Double Rule -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121197,Promate Drawing .A4 -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121195,Promate Drawing A4 -20 PAGES,ECH,Y,Y,N
SIO,@Product Family,121196,Promate Drawing A4 -40 PAGES,ECH,Y,Y,N
SIO,@Product Family,121198,Promate Drawing B4 -20 PAGES,ECH,Y,Y,N
SIO,@Product Family,121199,Promate Drawing B4 -40 PAGES,ECH,Y,Y,N
SIO,@Product Family,121200,Promate Drawing B4 -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121194,Promate Field Note Book A5 -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,121191,Promate Memo Pads -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,121185,Promate Note Pad 10560mm -100 PAGES,ECH,Y,Y,N
SIO,@Product Family,121186,Promate Note Pad 12876mm -100 PAGES,ECH,Y,Y,N
SIO,@Product Family,121187,Promate Note Pad 180 95mm -100 PAGES,ECH,Y,Y,N
SIO,@Product Family,121189,Promate Note Pad A6 -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,121190,Promate Note Pad A6 -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,121188,Promate Note Pad A6 -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121193,Promate Scrap Book A4 -40 PAGES,ECH,Y,Y,N
SIO,@Product Family,121192,Promate Short Hand Note book A5 -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,121179,Promate Single Rule 1 inch -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121180,Promate Single Rule 1/2 inch -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121142,Promate Single Rules -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,121144,Promate Single Rules -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,121146,Promate Single Rules -200 PAGES,ECH,Y,Y,N
SIO,@Product Family,121148,Promate Single Rules -240 Pgs,ECH,Y,Y,N
SIO,@Product Family,121140,Promate Single Rules -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121181,Promate Square Rule 1 inch -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121182,Promate Square Rule 1/2 inch -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121143,Promate Square Rules -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,121145,Promate Square Rules -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,121147,Promate Square Rules -200 PAGES,ECH,Y,Y,N
SIO,@Product Family,121149,Promate Square Rules -240 Pgs,ECH,Y,Y,N
SIO,@Product Family,121141,Promate Square Rules -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,180000,Radiant Ballpoint Hi-5 Pen-Black -1s,ECH,Y,Y,N
SIO,@Product Family,180001,Radiant Ballpoint Hi-5 Pen-Blue -1s,ECH,Y,Y,N
SIO,@Product Family,180002,Radiant Ballpoint Hi-5 Pen-Red -1s,ECH,Y,Y,N
SIO,@Product Family,180007,Radiant Smart Pen - Black -EA,ECH,Y,Y,N
SIO,@Product Family,180006,Radiant Smart Pen - Blue -EA,ECH,Y,Y,N
SIO,@Product Family,180008,Radiant Smart Pen - Red -EA,ECH,Y,Y,N
SIO,@Product Family,180003,Radiant Vista Pen - Black -1s,ECH,Y,Y,N
SIO,@Product Family,121308,Radiant Vista Pen - Blue -1s,ECH,Y,Y,N
SIO,@Product Family,121309,Radiant Vista Pen - Red -1s,ECH,Y,Y,N
SIO,@Product Family,121237,Rathna B5 Single Rule -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,121239,Rathna B5 Single Rule -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,121241,Rathna B5 Single Rule -200 PAGES,ECH,Y,Y,N
SIO,@Product Family,121243,Rathna B5 Single Rule -240 Pgs,ECH,Y,Y,N
SIO,@Product Family,121235,Rathna B5 single Rule -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121238,Rathna B5 Square Rule -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,121240,Rathna B5 Square Rule -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,121242,Rathna B5 Square Rule -200 PAGES,ECH,Y,Y,N
SIO,@Product Family,121244,Rathna B5 Square Rule -240 Pgs,ECH,Y,Y,N
SIO,@Product Family,121236,Rathna B5 Square Rule -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121233,Rathna Blank Book -40 PAGES,ECH,Y,Y,N
SIO,@Product Family,121234,Rathna Blank Book -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121222,Rathna Botany -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,121221,Rathna Botany -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121214,Rathna CR Single Rule -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,121216,Rathna CR Single Rule -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,121218,Rathna CR Single Rule -200 PAGES,ECH,Y,Y,N
SIO,@Product Family,121220,Rathna CR Single Rule -240 Pgs,ECH,Y,Y,N
SIO,@Product Family,121212,Rathna CR Single Rule -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121213,Rathna CR Square Rule -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,121215,Rathna CR Square Rule -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,121217,Rathna CR Square Rule -200 PAGES,ECH,Y,Y,N
SIO,@Product Family,121219,Rathna CR Square Rule -240 Pgs,ECH,Y,Y,N
SIO,@Product Family,121211,Rathna CR Square Rules -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121231,Rathna Double Rule -40 PAGES,ECH,Y,Y,N
SIO,@Product Family,121232,Rathna Double Rule -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121245,Rathna Drawing A4 -20 PAGES,ECH,Y,Y,N
SIO,@Product Family,121246,Rathna Drawing A4 -40 PAGES,ECH,Y,Y,N
SIO,@Product Family,121247,Rathna Drawing A4 -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121248,Rathna Drawing B4 -20 PAGES,ECH,Y,Y,N
SIO,@Product Family,121249,Rathna Drawing B4 -40 PAGES,ECH,Y,Y,N
SIO,@Product Family,121250,Rathna Drawing B4 -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121223,Rathna Practical Book 1 Single 40 PAGES,ECH,Y,Y,N
SIO,@Product Family,121224,Rathna Practical Book 1 Single -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121227,Rathna Practical Book 1/2 Single -40 PAGES,ECH,Y,Y,N
SIO,@Product Family,121228,Rathna Practical Book 1/2 Single -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121229,Rathna Practical Book 1/2 Square -40 PAGES,ECH,Y,Y,N
SIO,@Product Family,121230,Rathna Practical Book 1/2Square -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121225,Rathna Practical Book 1Square 40 PAGES,ECH,Y,Y,N
SIO,@Product Family,121226,Rathna Practical Book 1Square -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121203,Rathna Single Rule -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,121205,Rathna Single Rule -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,121207,Rathna Single Rule -200 PAGES,ECH,Y,Y,N
SIO,@Product Family,121209,Rathna Single Rule -240 Pgs,ECH,Y,Y,N
SIO,@Product Family,121201,Rathna Single Rule -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,121204,Rathna Square Rule -120 PAGES,ECH,Y,Y,N
SIO,@Product Family,121206,Rathna Square Rule -160 PAGES,ECH,Y,Y,N
SIO,@Product Family,121208,Rathna Square Rule -200 PAGES,ECH,Y,Y,N
SIO,@Product Family,121210,Rathna Square Rule -240 Pgs,ECH,Y,Y,N
SIO,@Product Family,121202,Rathna Square Rule -80 PAGES,ECH,Y,Y,N
SIO,@Product Family,171837,Ss Super Glue,ECH,Y,Y,N
SIO,@Product Family,121335,Weerodara Sq. Rule Ex.Rule Books120 Pg - Gold,ECH,Y,Y,N
SIO,@Product Family,172807, Pawatta Thalsookiri Syrup suger Free - 200ml,ECH,Y,Y,N
SIO,@Product Family,114575,Dettol Plaster - Fabric -100s,ECH,Y,Y,N
SIO,@Product Family,171965,Dettol Plaster 10s,ECH,Y,Y,N
SIO,@Product Family,114912,Dettol Sanitizer - Fresh -50ml,ECH,Y,Y,N
SIO,@Product Family,115554,Disprin Regular -EA,ECH,Y,Y,N
SIO,@Product Family,115560,Eno -5G,ECH,Y,Y,N
SIO,@Product Family,116607,Flora Cotton Buds Infant Cotton Buds - 70s -70S,ECH,Y,Y,N
SIO,@Product Family,116606,Flora Cotton Buds Plain Cap Design Hard Pack- 100s -100s,ECH,Y,Y,N
SIO,@Product Family,116605,Flora Cotton Buds Polythene Zip Lock Pack - 100s -100s,ECH,Y,Y,N
SIO,@Product Family,115563,Gluco-Ce(Glucose) -100g,ECH,Y,Y,N
SIO,@Product Family,115513,Glucoline - Plain -100g,ECH,Y,Y,N
SIO,@Product Family,170524,Iodex 5g,ECH,Y,Y,N
SIO,@Product Family,115530,Iodex Balm 09g,ECH,Y,Y,N
SIO,@Product Family,115531,Iodex Balm 18g,ECH,Y,Y,N
SIO,@Product Family,115550,Iodex Balm 45g,ECH,Y,Y,N
SIO,@Product Family,115555,Iodex Headfast -9g,ECH,Y,Y,N
SIO,@Product Family,115558,Lakpeyawa -3g,ECH,Y,Y,N
SIO,@Product Family,115524,Link Paspanguwa -25g,ECH,Y,Y,N
SIO,@Product Family,123144,Link Paspanguwa 3 in 1 (25gx3) (Rs.12.00 Off),ECH,Y,Y,N
SIO,@Product Family,124714,Link Paspanguwa 3 in 1 (25gx3) (Rs.20.00 Off),ECH,Y,Y,N
SIO,@Product Family,125120,Link Samahan - 4gx10 (Rs.20.00 off),ECH,Y,Y,N
SIO,@Product Family,170500,Link Samahan (30 x 4g),ECH,Y,Y,N
SIO,@Product Family,124158,Link Samahan -(4g x10) (Samahan Balm 7g Free),ECH,Y,Y,N
SIO,@Product Family,124488,Link Samahan 10s (Sudantha 45g Free),ECH,Y,Y,N
SIO,@Product Family,115515,Link Samahan -4g,ECH,Y,Y,N
SIO,@Product Family,115559,Link Samahan --4g,ECH,Y,Y,N
SIO,@Product Family,115544,Link Samahan Balm 20g,ECH,Y,Y,N
SIO,@Product Family,124160,Link Samahan Balm 20g (20% Off),ECH,Y,Y,N
SIO,@Product Family,124486,Link Samahan Balm 20g (Rs.14.00Off),ECH,Y,Y,N
SIO,@Product Family,125310,Link Samahan Balm 20g (Rs.28.00 Off),ECH,Y,Y,N
SIO,@Product Family,115532,Link Samahan Balm -3g,ECH,Y,Y,N
SIO,@Product Family,115542,Link Samahan Balm -50g,ECH,Y,Y,N
SIO,@Product Family,115536,Link Samahan Balm -7g,ECH,Y,Y,N
SIO,@Product Family,115564,Meridian Glucose -100g,ECH,Y,Y,N
SIO,@Product Family,115709,Morrison Gripe Mixture -180ml,ECH,Y,Y,N
SIO,@Product Family,115567,Nivaran Paspanguwa -30g,ECH,Y,Y,N
SIO,@Product Family,115548,Panadol Liquid -100ml,ECH,Y,Y,N
SIO,@Product Family,115512,Panadol Tablet,ECH,Y,Y,N
SIO,@Product Family,115529,Paracetol -150s,ECH,Y,Y,N
SIO,@Product Family,172806,Pawatta Thalsookiri Syrup - 100ml,ECH,Y,Y,N
SIO,@Product Family,172029,Sethsuwa Maha Narayana Thailaya 60ml,ECH,Y,Y,N
SIO,@Product Family,172027,Sethsuwa Paspanguwa 30g,ECH,Y,Y,N
SIO,@Product Family,172026,Sethsuwa Pranajeewa 180ml,ECH,Y,Y,N
SIO,@Product Family,172025,Sethsuwa Pranajeewa 60ml,ECH,Y,Y,N
SIO,@Product Family,172028,Sethsuwa Sharshapadi Thailaya 60ml,ECH,Y,Y,N
SIO,@Product Family,115520,Siddhalepa -15g,ECH,Y,Y,N
SIO,@Product Family,115521,Siddhalepa -25g,ECH,Y,Y,N
SIO,@Product Family,115522,Siddhalepa -50g,ECH,Y,Y,N
SIO,@Product Family,112312,Siddhalepa Asamodagam Spirit -385ml,ECH,Y,Y,N
SIO,@Product Family,115561,Siddhalepa Balm -100g,ECH,Y,Y,N
SIO,@Product Family,115547,Siddhalepa Balm -10g,ECH,Y,Y,N
SIO,@Product Family,115545,Siddhalepa Balm -2.5G,ECH,Y,Y,N
SIO,@Product Family,115546,Siddhalepa Balm -5G,ECH,Y,Y,N
SIO,@Product Family,115549,Siddhalepa Inheler -EA,ECH,Y,Y,N
SIO,@Product Family,115566,Siddhalepa Lakpeyawa - 12s -12s,ECH,Y,Y,N
SIO,@Product Family,171629,Siddhi Herbal Slimming Tea 25g,ECH,Y,Y,N
SIO,@Product Family,171630,Sivedha Balm 10g,ECH,Y,Y,N
SIO,@Product Family,124552,Sivedha Balm 10g (10% off),ECH,Y,Y,N
SIO,@Product Family,115565,Strepsils Cool Blist -EA,ECH,Y,Y,N
SIO,@Product Family,115562,Strepsils HNY/LEM Pouch -2s,ECH,Y,Y,N
SIO,@Product Family,115553,Strepsils HNYLEM,ECH,Y,Y,N
SIO,@Product Family,115552,Strepsils Regular Blst -EA,ECH,Y,Y,N
SIO,@Product Family,115551,Strepsils Regular Pouch -EA,ECH,Y,Y,N
SIO,@Product Family,172810,Suwoda Peyawa 10's,ECH,Y,Y,N
SIO,@Product Family,172808,Valmee Syrup - 180ml,ECH,Y,Y,N
SIO,@Product Family,115710,Valmelix Syrup -100ml,ECH,Y,Y,N
SIO,@Product Family,112337,Vendol Asamodagam -215ml,ECH,Y,Y,N
SIO,@Product Family,123208,Vendol Asamodagam 215ml (10% Off),ECH,Y,Y,N
SIO,@Product Family,115534,Vendol Balm -15g,ECH,Y,Y,N
SIO,@Product Family,115533,Vendol Balm -5g,ECH,Y,Y,N
SIO,@Product Family,115511,Vicks Inhaler 0.5ml,ECH,Y,Y,N
SIO,@Product Family,115508,Vicks Vaporub 10ml,ECH,Y,Y,N
SIO,@Product Family,115509,Vicks Vaporub 25ml,ECH,Y,Y,N
SIO,@Product Family,115510,Vicks Vaporub 50ml,ECH,Y,Y,N
SIO,@Product Family,172603,Vicks Vaporub 5ml,ECH,Y,Y,N
SIO,@Product Family,112701,Buy 2 Signal Toothpaste(L) Get One Free -EA,ECH,Y,Y,N
SIO,@Product Family,122591,Buy Signal Toothpaste 160g / Fighter Toothbrush -EA,ECH,Y,Y,N
SIO,@Product Family,123973,Clogard Chooty Toothbrush 2Nos (Ruler Free),ECH,Y,Y,N
SIO,@Product Family,124275,Clogard Chooty Toothbrush x 2 (Pencil Free),ECH,Y,Y,N
SIO,@Product Family,171755,Clogard Gel Toothpaste-Clove & Eucalyptus 120g,ECH,Y,Y,N
SIO,@Product Family,171758,Clogard Gel Toothpaste-Clove & Eucalyptus 40g,ECH,Y,Y,N
SIO,@Product Family,171756,Clogard Gel Toothpaste-Nelli & Aloe Vera 120g,ECH,Y,Y,N
SIO,@Product Family,171759,Clogard Gel Toothpaste-Nelli & Aloe Vera 40g,ECH,Y,Y,N
SIO,@Product Family,171754,Clogard Gel Toothpaste-Salt & Mint 120g,ECH,Y,Y,N
SIO,@Product Family,171757,Clogard Gel Toothpaste-Salt & Mint 40g,ECH,Y,Y,N
SIO,@Product Family,114385,Clogard Mouth Wash - Original Clove 200ml,ECH,Y,Y,N
SIO,@Product Family,171761,Clogard Mouthwas- Original 50ml,ECH,Y,Y,N
SIO,@Product Family,171760,Clogard Mouthwash-Icy Mint 50ml,ECH,Y,Y,N
SIO,@Product Family,121887,Clogard Multivitamin Toothpaste 70g X 2 Rs.12 -Off,ECH,Y,Y,N
SIO,@Product Family,171466,Clogard Smart Clean Toothbrush - Soft,ECH,Y,Y,N
SIO,@Product Family,123972,Clogard Smart Clean Toothbrush 2Nos (Smart Pen Free),ECH,Y,Y,N
SIO,@Product Family,114386,Clogard Smart Plus Toothbrush -EA,ECH,Y,Y,N
SIO,@Product Family,114408,Clogard Tooth Brush - Smart Clean- Medium,ECH,Y,Y,N
SIO,@Product Family,115019,Clogard Tooth Paste Dual Pack - 160g,ECH,Y,Y,N
SIO,@Product Family,116610,Clogard Tooth Paste Freshmint -120g,ECH,Y,Y,N
SIO,@Product Family,116608,Clogard Tooth Paste Freshmint -40g,ECH,Y,Y,N
SIO,@Product Family,116609,Clogard Tooth Paste Freshmint -70g,ECH,Y,Y,N
SIO,@Product Family,117865,Clogard Toothpaste - 160g (Rs. 10/  Off) -160g,ECH,Y,Y,N
SIO,@Product Family,114382,Clogard Toothpaste - Sachet -14g,ECH,Y,Y,N
SIO,@Product Family,114358,Clogard Toothpaste -120g,ECH,Y,Y,N
SIO,@Product Family,121888,Clogard Toothpaste 120g & Smart Clean Tooth Brush (Rs.25.00 Off),ECH,Y,Y,N
SIO,@Product Family,114364,Clogard Toothpaste -160g,ECH,Y,Y,N
SIO,@Product Family,116791,Clogard Toothpaste 160gClogard Multivitamin 70g F -EA,ECH,Y,Y,N
SIO,@Product Family,116616,Clogard Toothpaste -200g,ECH,Y,Y,N
SIO,@Product Family,124493,Clogard Toothpaste 200g (smart soft tooth Brush free),ECH,Y,Y,N
SIO,@Product Family,114356,Clogard Toothpaste -40g,ECH,Y,Y,N
SIO,@Product Family,121976,Clogard Toothpaste 40g X 2 (Rs.10/-Off),ECH,Y,Y,N
SIO,@Product Family,114357,Clogard Toothpaste -70g,ECH,Y,Y,N
SIO,@Product Family,121975,Clogard Toothpaste 70g X 2 (Rs.12/-Off),ECH,Y,Y,N
